# mkcsvseg -o analysis_ws200/type_weight.csv -ws 200 -rf 1 rawdata/testdata_for_toor.csv
# BEGIN
# index:
# 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,62,62,62
# type:
# int,int,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,enum,enum,enum,enum
# weight:
# 0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
# min:
# 1,100,1.9441753065282938,1.9514128408339448,1.9457916628309004,1.9282550920970893,1.9413263304147106,1.9618161815863338,1.9548016791195477,1.9579884941140142,1.9555091051287243,1.9420442925818413,2.8938972006615598,2.9548466637483646,2.900515415799382,2.957221066337345,2.9274242802863983,2.927258037333834,2.9021970898452616,2.8921028872894654,2.9146918353732536,2.9114425899253478,0.9359266457498647,0.9238917031880581,0.9635730991986706,0.9257643347292874,0.920177093448518,0.04246757784002641,1.0425683326701962,5.042444099405255,8.042494646973879,10.04245074603406,1.9482202893325091,1.957252886400415,1.951765681062356,1.9368742888833044,1.9070225282925353,1.9545034523282512,1.9221398508970804,1.9420269448857834,1.9494176321986465,1.9626225915411215,1.94200929753049,1.9575487136661271,1.9386848097834306,1.9732622647741593,1.939580676932182,1.9216888318995036,1.9504572923055554,1.9462990274810903,1.9526824896232957,1.9359548150340078,1.9573979172555083,1.9408184163364235,1.9458699781124853,1.9493824826025747,1.9574756767257453,1.9571661620568193,1.9556612996106946,1.9588278200158917,1.9532991624751843,1.9550211315757675,,,,
# max:
# 3000,2900,2.0552060429649903,2.0519756658964363,2.0569892297609416,2.054234741958368,2.0826945769623593,2.0493952834311155,2.04785644639863,2.067493551197936,2.0497475391890667,2.0387171123611423,7.674687179225023,7.649238392632234,7.68991137084992,7.6721264216493426,7.707669780434502,7.659897392568248,7.652313583445982,7.694043713108441,7.645032777513849,7.668915434959856,7.650211233443238,7.656778666103807,7.677966116861849,7.680889890835546,7.674334584838331,0.05470623570599899,1.0547147953401779,5.054798217540254,8.054659211421265,10.05473265220092,2.032954028451539,2.0519403025600207,2.051405432734721,2.0717558304288994,2.0494858537318614,2.067267105388642,2.0484428185633923,2.0526019138316474,2.042123195835953,2.0499131041434353,2.0541681033296917,2.0523309846641014,2.040420827680989,2.0503295935955763,2.0572122833366184,2.0675898787833775,2.0449315354157793,2.063331972811202,2.0655488028391162,2.040658006654447,2.040269555892994,2.0605045329647176,2.0509530058247933,2.0486216353891114,2.0419161050445185,2.051199696268902,2.057853772894426,2.0407275857996243,2.0626255057082203,2.057858691407023,,,,
# ave:
# 1500,1499.9998215560313,1.999273125445162,1.999814341959664,2.0015542728124958,2.0010740456995384,1.9994876179446344,2.003792852942686,2.006392259120742,2.0064574124789667,1.9965299301454564,1.994532646206749,5.884560523049397,5.882501336507841,5.884803643436737,5.8814442908011895,5.886074558085904,5.878303876315026,5.882048913575396,5.876930989653598,5.883141968416399,5.881472286819746,3.7047920276527324,3.7029366095769443,3.706731229770608,3.6934785759221977,3.707059626176394,0.04926662019605936,1.0493268252583938,5.049274914216886,8.049273524113723,10.049282745895956,1.9876841879765368,2.0052768343724976,1.999555518138544,1.9949586305437998,1.9974342854234983,2.006735263095708,1.99301530923012,1.9974728835542814,1.993484469355799,2.0085310032261123,1.9969539773778109,2.0055803406533124,1.9977364023839692,2.009779047421289,2.0042786925666465,1.9957571768050766,2.0031468508523416,1.9978945579926615,1.9993253625133514,1.992967186591697,1.992323510569092,2.007207893222896,2.004497249300705,1.995684826880065,2.001098415726941,2.0026940754529243,1.9978031561339378,2.0040582552898263,2.0028025634037268,2.001248186151638,,,,
# sigma:
# ,808.8673667136666,0.019123025246094723,0.020231518454059932,0.020559843373607847,0.02176041750972641,0.02383623248007848,0.01923263375315562,0.017719411624890068,0.02113380939293673,0.016744499343469072,0.02055477934532453,1.0215761853962961,1.0285497544499953,1.0195999577164887,1.020149033315426,1.0275786845759154,1.0218246523866106,1.0265295801696013,1.0335429425953777,1.0246754239865998,1.0334039943490545,1.3290587333032644,1.3241162937285267,1.3300203717002075,1.325313049889774,1.3328375562669343,0.0021560036191939237,0.0021595150759398706,0.0021742957359220157,0.0021560179782519266,0.002172775921178254,0.01811970842646629,0.020172145067498124,0.019286516673489025,0.023013362396227834,0.023417845128347423,0.025737356358749387,0.022144878276797814,0.021083263311170407,0.01698737700369296,0.015747062660898065,0.0205682740414725,0.020264556303092138,0.0206334509810175,0.015654029835129583,0.021769842200851063,0.023207277840964373,0.017117098793160448,0.02236562291298018,0.021049388601306816,0.021496065592617377,0.014947788804535378,0.023413792215019137,0.020311178674093003,0.018329737295591054,0.01751472744003151,0.016549129580158306,0.019936402182363436,0.016966965768452094,0.021767311488967003,0.018675963179775875,,,,
# name:
# DataRecordNo,id,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,label|abnormal1,label|abnormal2,label|normal,label|warm-up
# END
1,100,1.9904847564252766,2.0077501743374024,2.0043880757173307,2.0295286670704558,2.019134936168989,1.971497496370623,2.04785644639863,1.9916875613743903,2.016559136485164,1.9976114600690007,2.8938972006615598,2.9548466637483646,2.900515415799382,2.957221066337345,2.9274242802863983,2.927258037333834,2.9021970898452616,2.8921028872894654,2.9146918353732536,2.9114425899253478,0.9377248684497169,0.9238917031880581,0.9641232875082352,0.9257643347292874,0.920177093448518,0.04667141482679748,1.046482900126426,5.046470195900058,8.04657707630147,10.04642236116209,1.9974385844987634,2.011427017894629,1.983879791215015,1.9954972781251004,2.0291331521204454,1.9809690038478933,2.009690990285515,2.043199886104731,2.0139952887695243,2.0105991676060064,2.025522340876912,2.020678703524079,2.0004140091959584,1.9732622647741593,2.001320903606225,1.9956935728051701,1.9675702938228536,1.9945650517101199,1.9978881747406938,1.9985155716261513,1.9871512994165719,1.9658294207591087,2.0201552431744827,2.0013256032485875,1.9764810013989345,1.9976413205216292,1.998366574181103,2.010110317148747,2.029412574967384,2.005646839083352,0,0,0,1
2,101,1.9874744245387057,2.009433638242755,2.003930804669432,2.0313699430988583,2.0206998854173692,1.9712996999767014,2.044610179368956,1.9919754289106377,2.017122176801939,2.000944166693212,2.9035903251026447,2.961401717854786,2.9101281081296433,2.964764913329371,2.933137955809181,2.932716033401564,2.911013545657994,2.904483689408575,2.9259600881903105,2.919695509575019,0.9359266457498647,0.9258025873882231,0.9635730991986706,0.9265765859760693,0.9227986952555586,0.04692115958570355,1.0467294691421833,5.046712664027545,8.046832423524947,10.046659635274548,1.9983730885354245,2.009494881200371,1.982051158666641,1.9969992665727807,2.0324598856908977,1.9825209049917285,2.0096077530515934,2.0443578984198343,2.013574686462641,2.0090427142604033,2.021071320361754,2.020767544600488,1.997364508854594,1.976177721932413,1.9991820303136072,1.994065776292685,1.9705202988781805,1.9934389591061588,1.9987541722383433,1.999309406076661,1.986033270290521,1.9652156805590795,2.0194099913756434,2.0036978799263774,1.9758060530518498,1.9965580110615562,1.9986456654664,2.008112090638605,2.0266521319444952,2.00392864785252,0,0,0,1
3,102,1.9887794948421733,2.0068027020553543,2.0043425234735257,2.0269593999217137,2.0213037697506167,1.9733112655953409,2.0412303449389424,1.9886156294212194,2.0186772816596057,2.003249898035555,2.9127024586334356,2.9689184488190774,2.9193459512770774,2.9743847542584545,2.9430549706320597,2.9413504201132565,2.9221671563132343,2.9134368564038384,2.935479692267017,2.9292609458999994,0.9462134011151343,0.9374268686912407,0.9682310135281553,0.9354436702535277,0.9304009031296622,0.04716377396741769,1.0469835165639456,5.046976747754287,8.047078269362538,10.04690462844944,1.998631031073241,2.0074374181925507,1.9791868192165882,1.9947649041463196,2.0351707253781783,1.979726160973491,2.0105157291199705,2.0452097765152453,2.0111563902646554,2.010644165183732,2.0191000017353797,2.0184226494162347,1.996618976929756,1.9780387943006061,2.001159450415807,1.9938527239683816,1.971455905235356,1.991578007058046,1.9991653094327972,1.9948632563072142,1.9868029576911925,1.9654478653246192,2.020255224163713,2.006054079519232,1.9768870109553438,1.996924401210049,1.9999622257499035,2.0054609200159135,2.030076081205777,2.0048614117144608,0,0,0,1
4,103,1.9907633479255176,2.004148431156936,2.003529956406912,2.028699164104781,2.0197745153990305,1.9749427489549118,2.0414723966581785,1.9868597599851636,2.018524179689154,2.0035412174655804,2.9193406882425443,2.9776443468854286,2.9315130952695547,2.9883252574255073,2.9521517778048145,2.9468281003133954,2.933753190121859,2.923808562582528,2.946285395576234,2.9362614372705895,0.9568523852981664,0.9485035914478408,0.9781591479783086,0.9428198333457221,0.9406992326264441,0.047668148026731874,1.0474794595689436,5.047471135271445,8.047587981407998,10.047404312277491,1.9929470546684478,2.0076235274882013,1.9781460254327596,1.9884539159665755,2.034986345729551,1.9776524542356577,2.0103330079639314,2.046108244318283,2.009924292302304,2.0105451610589906,2.015073396978726,2.019922730486091,1.9987219059269605,1.9809839993159506,2.0062886028455855,1.9959047623760862,1.9724309228345647,1.9897199801632457,1.9990530198069791,1.9937906176743356,1.9884507268274019,1.9610009771042436,2.021596035078705,2.005252308510483,1.9738639647686405,1.998333952299828,1.998964870669891,2.0073912009762234,2.0259673116466432,2.0001070280210316,0,0,0,1
5,104,1.989412714694203,2.004246601764321,2.0049776183856793,2.0305949710465128,2.0208054967156515,1.9747213189910098,2.039713623108131,1.987864952152,2.0161838202988953,2.0084436623680255,2.9297061000605784,2.98567921897017,2.943077921604912,2.9996114685665107,2.96294264487845,2.9557212329358986,2.940604512710089,2.9347808338248593,2.95768093719237,2.945262122409855,0.9666312391247078,0.9525592670162173,0.9822506840235244,0.9510539412938078,0.9487388329235822,0.04766068794775963,1.0474796939910347,5.047475160703897,8.047594174321565,10.047400664244861,1.9910175523241953,2.0048685480511104,1.981202111086099,1.9850922203816939,2.035393691321715,1.9775960383863438,2.010546874058388,2.04230677235019,2.0110805601824437,2.0059871744201834,2.016408333888858,2.019740756451813,2.0013448540795027,1.9796423616639474,2.0062247071929313,1.9953305197494742,1.9771019448505578,1.992078596335645,2.0010366285069985,1.9937470624095084,1.989441561983452,1.958939879216083,2.020943949648426,2.007429518217349,1.9762842194408912,1.9974492946785718,2.000634334342725,2.008317124698429,2.0256729332256027,2.002997932000457,0,0,0,1
6,105,1.9891993272854875,2.0081902760758648,2.0028492894729824,2.0308878314183314,2.0209663470388497,1.9738143355518831,2.039658789213631,1.9861927844143392,2.018316950697902,2.0073553133881274,2.93790220161804,2.9919390588586174,2.954632076805029,3.0103007207071055,2.97250131599353,2.966439678625034,2.952206670540907,2.9450841516701427,2.9676901431790776,2.952861942692846,0.9722139330378076,0.9590255804618414,0.9927668943784496,0.9621938074200077,0.9563338974073149,0.047405557702146106,1.0472278822510868,5.047225591033679,8.047357877219097,10.047157461708364,1.9913766513086586,2.00310428764154,1.9813074725634023,1.981842129953423,2.035980985398156,1.9779455041550902,2.0095682954059564,2.0421662984309763,2.009635555899088,2.0054967150969136,2.0185590117983243,2.0208635159929726,2.0034383859928226,1.9845416909021003,2.005025564189772,1.9984240231169224,1.9762695111858306,1.9885940254026608,2.0013265126015662,1.9894462481934254,1.9880961915641278,1.963068105945589,2.0197688829824703,2.0040888518832265,1.9740450014734845,1.99590275394484,1.9988449558023529,2.008726126802769,2.0265437004088582,2.0018510392960183,0,0,0,1
7,106,1.9918405220945195,2.0083977244976645,2.0018107701612897,2.027879114679241,2.0227519764384967,1.97461047078061,2.0393581263336626,1.9865655549760421,2.0182191417282054,2.0074487515310024,2.947286681997329,2.9992576250476906,2.959222367445128,3.0214194593895614,2.9821611170620006,2.9757022098004455,2.9593488369451784,2.951351135990208,2.978428603901688,2.9612202401942853,0.9810361054865926,0.9698475265893904,1.0008735082935396,0.9707296152872253,0.9666964884512348,0.04791331841937687,1.0477231135412581,5.04772966517425,8.04785623376453,10.047673371426127,1.989229267412545,2.003109997548113,1.9831989255697002,1.9805541754940421,2.035205969235109,1.9808625971913123,2.01089669893476,2.038901324862423,2.0058744646003923,2.009362553832992,2.019851001432501,2.023364336553278,2.00525709830458,1.983921724790969,2.0050993419393235,1.9970517210286647,1.9781280064162468,1.9836397600247075,2.002281403692246,1.989837197376393,1.9873076845320208,1.9598125488942568,2.0160562685368477,2.0025027044508916,1.9748338035121389,1.999936846892381,1.9980829375692275,2.0101639315806126,2.0279555642626756,2.000381219462042,0,0,0,1
8,107,1.9906578520174958,2.0103583454476994,2.0015000212513026,2.0296001998597024,2.0225482962107897,1.9812698001605988,2.040502117450881,1.9834225387157554,2.0182221491007852,2.0064952034260215,2.957588049360282,3.0099651588996776,2.9677252852077216,3.02689548617181,2.9885134060422094,2.9822594575997874,2.970585905562225,2.961965750505121,2.988402933669077,2.971359283251732,0.9904985492996093,0.9841794969086135,1.0103630548508704,0.9798104521643168,0.9753492977053655,0.04767760574054511,1.0474638417488678,5.047480932337271,8.047595037670487,10.04741629693592,1.987239350324713,2.0012548948633846,1.9831244350866428,1.9821190897916523,2.0337758961368326,1.9849802860248493,2.0124260609707236,2.0378642156164375,2.0045914492876027,2.010062859013168,2.0198395596090877,2.0238090634327763,2.002749958260759,1.9850037592863123,2.0038124351338835,1.9933768560531306,1.9783235277006488,1.9850022571523653,2.0026165662647597,1.9885757922282723,1.9859521480824713,1.9613421372356845,2.0147167292540917,2.0043878886628317,1.9767366799352601,1.998608398218227,1.998801963564365,2.0090490967524306,2.0282229865127763,2.0018959600827775,0,0,0,1
9,108,1.9877871098280537,2.007122940192173,2.004070506248981,2.0283323891778395,2.023031676559228,1.9812965722180957,2.0407673024740465,1.9810873722294937,2.016722602811589,2.0060863820655372,2.9701947240994797,3.018924312426023,2.9789286511237534,3.0337775425570768,2.9953083022812916,2.9910568643464894,2.9817923416081467,2.9729198120976594,2.9970297420538285,2.982592490764595,1.0005559775689497,0.9956614054862887,1.0233641586174622,0.9886643546016697,0.9844394622400153,0.047170391534758854,1.0469773061211318,5.046991050989322,8.047095812805773,10.046915170098087,1.9874816525900991,2.002546603147538,1.986051965386958,1.9795460166013643,2.0330650507970365,1.9821040830803096,2.014909030599455,2.041164368774945,2.005318864718292,2.010277317369955,2.017079404953502,2.0264246555112515,2.0015765216387624,1.984132725114102,2.0064568138046304,1.991608622954282,1.9757379858987685,1.9845618174652597,2.0000873147466525,1.9886149570698473,1.9866804485682479,1.9614552414636766,2.0157260093543083,2.0039013395288463,1.9773124005506362,2.00378472312308,1.9956699285288706,2.0049215201432773,2.0287022108878943,2.0030943966346437,0,0,0,1
10,109,1.9913571594708264,2.0072156507038246,2.002387944536834,2.0296213074023486,2.022593352886849,1.9833214376280324,2.040930312687112,1.983613096777676,2.0180401357503,2.0047125135883372,2.979770144528065,3.0294115664497965,2.988206062980851,3.042743709472502,3.005907187809311,3.0003463701033906,2.9869598180237324,2.9828016237555817,3.0052979920717764,2.9931618897114958,1.0075423055516044,1.0079818093847865,1.0321856236014022,0.9979363467092458,0.9935612156283418,0.047165446785754635,1.0469819375844205,5.046994928231723,8.047093337892301,10.04690247992957,1.988829111028291,2.0034869834442883,1.9876009730512028,1.9802155869355245,2.036624875522854,1.9826312418518939,2.015927727943046,2.0433062985157893,2.005357141326508,2.011859543269378,2.0155804498729974,2.026125300298363,2.0020141213272513,1.9844007679692721,2.0050573087038512,1.9937088905390803,1.974270325330638,1.9873385400158623,2.003044427845318,1.9894971970222215,1.987017397268017,1.9562780717844959,2.008899645961135,2.0021507374286234,1.9758280641511121,2.003845608477253,1.9944827422426743,2.0078935598986276,2.032012686777016,2.0017056742984627,0,0,0,1
