# mkcsvseg -o analysis_ws30/type_weight.csv -ws 30 -rf 1 rawdata/testdata_for_toor.csv
# BEGIN
# index:
# 0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,62,62,62
# type:
# int,int,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,enum,enum,enum,enum
# weight:
# 0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
# min:
# 1,15,1.8535981663737855,1.8096389327831306,1.8475458453372613,1.8289588703355977,1.84701954893641,1.8568260575248847,1.8438627470648015,1.8371779610078802,1.8375593071495868,1.8471752766335228,2.12855807980101,2.147993005012564,2.1064467727164624,2.141362380142195,2.1952104045940755,2.1405076226823905,2.0106388402370046,2.0721613578389744,2.0788532194676757,2.202016609221588,0.1511386750152024,0.043481555095199256,0.14417505419979906,0.13821376407533442,0.2009411513026079,0.028250260970585375,1.028732407072117,5.028256692595195,8.028260216981726,10.028353432515678,1.850841589118881,1.862776676406922,1.8298954470723177,1.8192211050814453,1.8331696141653457,1.8373142029192828,1.8217909346042582,1.8477724388045225,1.8203712788770985,1.8632700412742291,1.8615907065646795,1.833003944707489,1.8547572160269157,1.8575135445542748,1.830984612497633,1.8120186903824242,1.8581548228490172,1.8507490156794009,1.8014559668122165,1.8234898959150843,1.8614450002063463,1.8117599817580858,1.7953906151210426,1.8502867520185609,1.8146531200936222,1.8291239405241835,1.8431567955480086,1.8159085618580422,1.8351956060037256,1.7875535616790228,,,,
# max:
# 3000,2985,2.162577067235675,2.168552679546338,2.2025971545717398,2.1886979486502223,2.1952807114469084,2.1686159046808697,2.1708680117572294,2.2007535570336056,2.154573369031412,2.165270693387234,8.659415797941671,8.66270006250302,8.639128417927372,8.641902894108902,8.756746195564494,8.718656550056242,8.64962430948351,8.68377041259903,8.731523843726835,8.688706649082487,8.648620266447674,8.807616847948005,8.760827452220585,8.710550601133802,8.644914291038532,0.0729872204332068,1.073700395758725,5.073355635913088,8.073506231569489,10.073531046375484,2.1341014011071406,2.1666360412145207,2.163319707832939,2.1739596085808457,2.1859572617896443,2.1955712696995398,2.149179348942892,2.171228840642453,2.1492779544487846,2.207523147263794,2.1875597144225827,2.1656707411714673,2.1566443086808054,2.164322156671442,2.209615962909002,2.1921316665641646,2.1508894634972853,2.2226633606225605,2.1633864010020307,2.1560213645302704,2.147500989907104,2.167152942215797,2.170155463274443,2.1706255048205683,2.182976277755311,2.1499293081870112,2.1961325070591804,2.1749508412937604,2.1876885063683904,2.184987351396647,,,,
# ave:
# 1500,1499.9998317631225,1.999693931407039,2.0005118812249045,2.0002183341997943,2.0023687249839526,1.9992948715140995,2.001731607347128,2.007660883649368,2.0048251905549535,1.9979684896480767,1.9944569436646746,5.852513038578815,5.850500422359807,5.853150976494928,5.851621688403672,5.855610604528118,5.847038808067919,5.849233409241929,5.845338987622773,5.851206122305956,5.849661535669231,3.739613761149777,3.7387289056226622,3.743784160386367,3.7305887502715165,3.7416392336370636,0.049318386317600695,1.0493730222823159,5.049326292848789,8.049323982753654,10.049331807784144,1.9870259438882596,2.0050843418336455,1.9984065653680843,1.9946804711731572,1.998299367399346,2.005924776659907,1.993439811069722,1.9994215164797369,1.9933587477300325,2.009693015045323,1.9986051252341899,2.005105527302501,1.9965551339143737,2.0090232890531805,2.003893510206843,1.9960015831720077,2.001824941735245,1.9980378209910672,1.999151591384845,1.9926205527463157,1.991871855704348,2.0051535533856963,2.004295153154371,1.9961321120035724,2.0012732042463943,2.001907420817049,1.9972245144279495,2.0050806590725143,2.0036623044833752,2.000820835117709,,,,
# sigma:
# ,857.942160202147,0.05495435652040312,0.0549304962943816,0.05489922927024555,0.055867992670312325,0.05518485778820006,0.053892347978657634,0.05753993227260664,0.05743216071109893,0.052045715024052676,0.057568884113746235,1.3511208450950725,1.3496911822248108,1.3478814985986867,1.3410968076922105,1.3561217603550104,1.347115184259461,1.3549059006779105,1.355311024254398,1.3475453881207946,1.3522871903718292,1.7242750365795187,1.724973091753793,1.7268506226165667,1.7243289405881859,1.7276812669981036,0.007410429040832546,0.00741869473988974,0.0074326533553327676,0.007413379196726108,0.007426200069529159,0.04949159601332564,0.055998242271084714,0.05336809861226926,0.057059665331699934,0.0561442952609014,0.060165025419561396,0.05280216241994919,0.055851130891689076,0.05402938099320597,0.05276833387557298,0.05236918339108205,0.05021793605543828,0.05203922491938407,0.04889882527263735,0.058743710918224876,0.056675635610560875,0.0533053951859126,0.05540523623490169,0.053984202609543265,0.05836545419470914,0.05141273770811001,0.05674291676481123,0.05578624733883701,0.05167268901291902,0.05155230490798502,0.051273598530856515,0.05403401788985964,0.058121837692628735,0.05638167076497969,0.05900514897594256,,,,
# name:
# DataRecordNo,id,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,label|abnormal1,label|abnormal2,label|normal,label|warm-up
# END
1,15,2.028839724632246,2.0719351716874255,1.906737286837717,2.003752302464919,1.9173092283181583,1.9019477611023468,2.0189411416322987,2.0198165805961064,2.0135533362500433,1.8824200869793586,2.12855807980101,2.147993005012564,2.1064467727164624,2.1506303138682257,2.1952104045940755,2.1405076226823905,2.0106388402370046,2.0721613578389744,2.0874291879921447,2.202016609221588,0.22890343332973634,0.0983590979548487,0.20822409155767757,0.19264246946558933,0.2531085637621773,0.03995161084744225,1.0399585297382512,5.03978099195208,8.040398654847968,10.039869049214833,1.9635807936403744,1.9839564120564956,2.050758344258438,2.114541929300879,1.9826601297903659,2.033439476677666,2.053881521034819,2.023334994975772,2.0838881558708104,2.050916739183141,2.069248958961064,1.981578895156349,1.9330143669636544,1.8720749919924595,2.0038960538557293,1.9986371789102217,1.9182289571082372,1.991213075551835,1.9675297170991797,2.065077300201735,2.003056128803156,2.0296574867191692,2.041203098699957,2.1379287448427817,1.9013106917473375,1.9883441495075251,2.0536427475506174,2.0695412694955895,1.980321476426176,2.0220453611220415,0,0,0,1
2,16,1.9980439856157632,2.095256577794171,1.8783964242854947,2.017777417980515,1.9278487256553953,1.905676822474148,2.0109767444176154,2.0188771968673738,2.00106270813286,1.8725589318673812,2.1357218386031227,2.1667635453272416,2.1156971612838036,2.141362380142195,2.202151379521169,2.1459323166663875,2.013187610923935,2.097738840516367,2.0983053334665955,2.2253287563857587,0.16169804582861902,0.043481555095199256,0.15028349983230516,0.13913414306361627,0.2009411513026079,0.04159163055506885,1.0415958675469708,5.041428100141691,8.042122212080807,10.04155170714414,1.9789664749959492,1.9961766742735272,2.035672514610324,2.1274541622301655,1.9904227951527402,2.0214530848507506,2.061587781394245,2.0183691822262113,2.0843566642579674,2.04660311240035,2.060088727281302,1.9780718726555184,1.9261798194514754,1.8837541281239465,2.0321440072522585,2.0118394890782962,1.9326413542204586,1.9789934973314376,1.9684565406884995,2.0656330390423148,2.0168390077578175,2.0215696132828467,2.0341926415564404,2.144309363890223,1.872150133288243,1.9790901959873428,2.0409049250931983,2.047658220458273,1.9520981816415288,2.0024459384024818,0,0,0,1
3,17,1.9973317110712132,2.0710142567714303,1.8965383561985096,2.0233293846573117,1.9480265037792808,1.9263920201956397,2.023837460143679,2.027680291987138,1.981922737269027,1.8881820400634977,2.137906641246516,2.1873097117041036,2.13222128581269,2.1473280122942238,2.219026350381914,2.170197685640215,2.0477742797873275,2.1296539590607297,2.0788532194676757,2.2344733687525955,0.1511386750152024,0.06986358251310561,0.14417505419979906,0.14123511005290948,0.20938571515975235,0.03992800644226109,1.0399278488139891,5.039822876700157,8.040424474284272,10.039972494552416,1.968404984374311,1.990120807156643,2.0384113935332797,2.106489526473378,1.9845261576950908,2.0098072128541964,2.062849580191428,2.005646053376723,2.0855891728630684,2.079157720454697,2.06135424454137,1.9712844943520567,1.9185590673514314,1.8815277616961623,2.032346383362014,2.0156990986855896,1.9347118647326267,1.993102589166728,1.9791022379314225,2.049106754604464,2.006131172128453,2.021006070866974,2.0382677622139775,2.1485856791067657,1.8904715952030824,1.9992610844946095,2.0511620241480766,2.036428577500036,1.9739265540547282,2.0051679604673813,0,0,0,1
4,18,1.9828257406689742,2.062140965758323,1.9074321483906367,2.0050696470730647,1.9558538817007005,1.9597506858553733,2.0406567873885586,2.000833662973346,1.964842912930787,1.896626975674427,2.1557618005985506,2.198559792242542,2.1535669377039204,2.180696692892363,2.203293513143761,2.168108128332771,2.0534009978451015,2.1393350388714363,2.102978377495725,2.233896049500902,0.16190943798639423,0.10585827982790494,0.15214655615048592,0.13821376407533442,0.21424107087642932,0.04165063104798426,1.0415646023117513,5.041498593148217,8.04219480024906,10.041638755335528,1.9694208128329447,1.9749706067112311,2.0188968217212886,2.074725579996975,1.9916064616397646,1.9982558580955638,2.0685340720682577,2.0075044488216,2.073839761171022,2.0758746202937948,2.0486873060284005,1.9753221219260029,1.914643471013619,1.8868681584323146,2.0499011082890566,2.009156055195894,1.9501306289480533,1.9976234775249424,1.9803823500715245,2.0222081561233853,2.002362018320648,2.001568655171147,2.043244562337889,2.1378792435501808,1.9031044283689738,2.013552627710764,2.046558690339341,2.024327792032457,1.9506329726301248,2.0107462181396403,0,0,0,1
5,19,1.9912577660911963,2.0574326116777644,1.9055566820353935,2.0056530336358143,1.9772080993669148,1.9637767918702855,2.0351212103625147,2.01827153336724,1.9673752313788573,1.918702009792161,2.1997973384816425,2.195423596911145,2.1721392335647773,2.182954280784305,2.2416493350499818,2.176206947172481,2.0458527572436602,2.156738494065286,2.1294395562032435,2.2292384313879507,0.16698938611916703,0.10481820638984356,0.14752037168293694,0.1394312151534995,0.21585701606528615,0.04328531640444984,1.0432878085257644,5.043186482021196,8.043917016759377,10.04326609475967,1.9590162982023367,1.9840434394789777,2.028666135059629,2.057520010970337,2.005428222132653,2.0010355024651876,2.052111510569102,1.9690709046871995,2.0838895256576553,2.060704367932017,2.0507100482922738,1.9546615021766687,1.9034320614426676,1.8824511087788742,2.0509064609688403,1.9794414858354539,1.973684118632277,1.986606897291307,1.991291009564434,1.979974551191127,1.9842496342685283,1.9925195882493172,2.0565489059610473,2.145398464137986,1.9153373322959124,2.0049663775041133,2.04091674930167,2.0269963899193892,1.949608931023068,1.999193490381288,0,0,0,1
6,20,1.972057370358101,2.040243811634885,1.9237484748748945,2.031792965723378,1.9895890615191578,1.9509869218229992,2.0514099638213716,2.017185576229585,1.9723926870365307,1.9148934215951756,2.2066136118467266,2.1886008236569823,2.188254815579054,2.209222435067019,2.2548241163268425,2.194763725769477,2.068573247548903,2.1735504689090885,2.1451257674411797,2.2439220326948637,0.1841217160867604,0.1059599794739419,0.18733818703789373,0.1684306687435669,0.23165233740984142,0.04160185468614549,1.041614963361172,5.041498871125284,8.042307325938662,10.041610088205745,1.9526108213968727,1.9785617331765866,2.0392846565590883,2.0341262292915046,2.0115575649655266,2.0013958205233338,2.0604263151706577,1.972325472920812,2.087508454286498,2.0644796919906114,2.048981251733675,1.9459075450681687,1.9129221900550872,1.8923425987343934,2.040512077785891,2.0003739628159045,1.9731867556839229,1.9512209738461317,2.012578761006743,1.9569781591635178,1.9822933433283179,1.9879882714140484,2.0596291414255137,2.106607847612372,1.8919992959225265,2.031694033337009,2.027481894115151,2.0246531763819737,1.9478907190877204,2.0141724860017916,0,0,0,1
7,21,1.9786598493696443,2.050775621200326,1.8867369774723233,2.0418797141408,1.9844464543624865,1.969185246461265,2.0740336311527474,2.0277272428714155,1.9698456095663104,1.9138918120782695,2.246320720919317,2.186426762742793,2.1993002635716414,2.2407587940367812,2.2602753305915226,2.2123968523383892,2.0750304490052165,2.1810842132521047,2.148110692082537,2.233727265299429,0.17666688745433748,0.11584427015557487,0.18349763441843064,0.19023853903374455,0.22557759546889272,0.043275189110448684,1.0432132113980837,5.043142275601355,8.043906389179659,10.04328214279908,1.9455949746751136,1.9940668241016575,2.0308985980183745,2.0365619726863886,2.0244688672586055,1.985159040122178,2.060462004599109,1.9691529325731796,2.0835674929281827,2.078938156175613,2.0511811337889787,1.9414866803331519,1.9196433913752504,1.8991299699131508,2.0542781031394486,1.9917414859075318,1.9745294207523056,1.9305163174730897,2.001617427646972,1.9439884539026822,1.9911822277959443,1.9751171284913085,2.046013426917954,2.1002695955344683,1.895902330734925,2.015992986221031,2.0383698234316068,2.026406494353803,1.9540600603872955,2.0069526749579247,0,0,0,1
8,22,1.967658844676111,2.0693803994151034,1.8745785683358354,2.06649532265778,1.9898339811961143,1.9710470649684224,2.074977445542726,2.0166077464954375,1.9751647384387936,1.8884954783987074,2.246048083098169,2.1835661968090885,2.1981093765763378,2.221627330393384,2.245647128810668,2.2184934614409144,2.0830456054735422,2.186450658130091,2.1591819648151107,2.2285705847558654,0.18914270372926587,0.1482852584245517,0.18078736212882143,0.1880016710723397,0.23121039684381325,0.04161915958378952,1.0414986745195056,5.041482728571129,8.042163174059215,10.041573920484844,1.917509884790068,2.0022641956357106,2.038989209172457,2.0427106683386063,2.021075422066172,1.996627031698849,2.0502993841366997,1.9860177724673567,2.072497874557091,2.0820705986866335,2.045293495414073,1.9553028686918559,1.9225623329891581,1.9011550275741649,2.0368371083233456,1.9650129028573944,1.9666403406396242,1.924989765251933,2.0089823132677354,1.9315750684404114,1.9716881295236726,1.9656407870968942,2.0600241805267627,2.0967618808636974,1.8999247563853543,1.98902254142399,2.061492860962518,1.9889386986889055,1.9603385500706343,2.026991083015813,0,0,0,1
9,23,1.9525025022570204,2.0400651599809563,1.873528192687181,2.054865761818419,1.9720105022466088,1.981267712390694,2.0636778750636444,2.0210138094217176,1.9781418793233423,1.8840575129973927,2.2672684536481484,2.2038626489086086,2.2025703473845204,2.2194406403198093,2.2382488277872694,2.2241407762306653,2.1105758258899465,2.206969490279445,2.181505332757039,2.235042608744865,0.20269408510761366,0.17216256784308953,0.22992771757575495,0.18168444506588471,0.2357252979983551,0.03992703833331687,1.039864093586291,5.039838353528577,8.04052948083952,10.03996934914367,1.9008983982932681,2.0218771823242956,2.039535612447475,2.027563192059479,2.034559386790497,1.9803497392297018,2.050296696615724,2.0314240955236276,2.0924840370409865,2.0721601620124437,2.0463974818588984,1.9692372283960686,1.9001023854131673,1.8811983650205475,2.0719202103511005,1.9489075187963505,1.9599894871579737,1.9296449698415592,2.0023800768676514,1.937403034638957,1.9765464617875763,1.9887005824234871,2.091284486479021,2.1027921879988156,1.9061779273587627,2.0035535474989152,2.0520173229378194,1.9822399088321916,1.9612249263346626,2.0546139654236413,0,0,0,1
10,24,1.9623084019728283,2.0302197566829263,1.8475458453372613,2.065515811840128,1.9677647868352754,1.9826878486939166,2.074310274946256,2.0162438898957373,1.9980295794416987,1.9014024515042556,2.285693228235265,2.220469369778679,2.2222172139261382,2.2028002664582305,2.249447559752458,2.2383110401759394,2.1130417061643407,2.2179357363395713,2.1978092301387067,2.2395228157350644,0.20715358832655023,0.16349847157629713,0.2467023569792625,0.20489159935775889,0.22859205380512942,0.038267501998169313,1.0381667331793183,5.038135189949425,8.038826712517286,10.038176118854093,1.9227814212305974,2.0069196771210356,2.03243563239026,2.0454326321006353,2.049457124021503,1.9698570170929146,2.0584490602397745,2.0275815033519113,2.088862538844221,2.0644586169943344,2.0415065809484374,1.9629822023250918,1.923975520652798,1.8964860581522607,2.0515202194950923,1.9515519506675227,1.9801848295485651,1.9471394677845604,2.051965288772643,1.9144214341441657,1.9931354529369887,1.9601180641772395,2.0635884821832575,2.079574560155627,1.8882499289514427,1.978817048566904,2.0490791472476757,1.979126172950348,1.979608700923078,2.0614603105047746,0,0,0,1
